features,name,new_price,old_price,rating,url
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/348922-dysk-hdd-toshiba-6tb-7200obr-128mb-n300-nas.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/343932-dysk-hdd-toshiba-1tb-5400obr-64mb-sshd-h200.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/342747-dysk-hdd-wd-6tb-7200obr-128mb-black.html
"Pojemność: 600 GB, Interfejs: SAS - 1 szt., Format: 2.5"", Prędkość obr.: 15000 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/341217-dysk-hdd-seagate-600gb-15000obr-128mb-enterprise-sas.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/339139-dysk-hdd-seagate-8tb-7200obr-256mb-ironwolf-pro.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/339137-dysk-hdd-seagate-6tb-7200obr-256mb-ironwolf-pro.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/337226-dysk-hdd-seagate-6tb-7200obr-128mb-ironwolf.html
"Pojemność: 7000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/337222-dysk-hdd-seagate-7tb-7200obr-256mb-ironwolf.html
"Pojemność: 500 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,"Ocena 5,50",https:/www.x-kom.pl/p/322599-dysk-hdd-hitachi-500gb-5400obr-16mb-travelstar-z5k500b-7mm.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/320833-dysk-hdd-wd-4tb-7200obr-128mb-black.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/317672-dysk-hdd-wd-2tb-7200obr-128mb-re.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/301030-dysk-hdd-seagate-4tb-5400obr-128mb.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/294037-dysk-hdd-wd-8tb-5400obr-128mb-purple.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/293485-dysk-hdd-wd-6tb-7200obr-128mb-red-pro-nas.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/264309-dysk-hdd-wd-6tb-7200obr-128mb-re.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/262669-dysk-hdd-toshiba-4tb-7200obr-64mb-nearline.html
"Pojemność: 3000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/262668-dysk-hdd-toshiba-3tb-7200obr-64mb-nearline.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,"Ocena 5,50",https:/www.x-kom.pl/p/258495-dysk-hdd-toshiba-1tb-5400obr-8mb-l200.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/258397-dysk-hdd-toshiba-4tb-7200obr-128mb-x300.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/257465-dysk-hdd-hitachi-internal-drive-kit-4tb-35-7200obr.html
"Pojemność: 3000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5940 obr./min",,,,"Ocena 6,00",https:/www.x-kom.pl/p/256544-dysk-hdd-toshiba-3tb-5940obr-64mb-e300.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5700 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/256542-dysk-hdd-toshiba-2tb-5700obr-64mb-e300.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/256110-dysk-hdd-seagate-6tb-7200obr-128mb.html
"Pojemność: 5000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 5,00",https:/www.x-kom.pl/p/256109-dysk-hdd-seagate-5tb-7200obr-128mb.html
"Pojemność: 5000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5900 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/255466-dysk-hdd-seagate-5tb-5900obr-128mb-archive.html
"Pojemność: 5000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/255463-dysk-hdd-wd-5tb-7200obr-128mb-red-pro.html
"Pojemność: 5000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/254257-dysk-hdd-wd-5tb-5400obr-64mb-blue.html
"Pojemność: 500 GB, Interfejs: SATA II - 1 szt., Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/250289-dysk-hdd-wd-500gb-5400obr-8mb.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: IntelliPower",,,,"Ocena 5,00",https:/www.x-kom.pl/p/152830-dysk-hdd-wd-2tb-intellipower-64mb-av-gp.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 3,33",https:/www.x-kom.pl/p/429591-dysk-hdd-wd-6tb-7200obr-256mb-black.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/386445-dysk-hdd-wd-10tb-5400obr-256mb-red.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 5,00",https:/www.x-kom.pl/p/348921-dysk-hdd-toshiba-4tb-7200obr-128mb-n300-nas-oem.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość odczytu: 210 MB/s",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/337175-dysk-hdd-seagate-8tb-256mb-skyhawk.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/320832-dysk-hdd-seagate-10tb-7200obr-256mb-ironwolf.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 5,67",https:/www.x-kom.pl/p/320820-dysk-hdd-seagate-1tb-7200obr-64mb-sshd-firecuda.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: IntelliPower",,,,"Ocena 6,00",https:/www.x-kom.pl/p/157119-dysk-hdd-wd-1tb-intellipower-16mb-red.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430672-dysk-hdd-toshiba-1tb-5400obr-128mb-l200-mobile-7mm.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/429612-dysk-hdd-wd-8tb-7200obr-256mb-red-pro.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/424519-dysk-hdd-wd-6tb-7200obr-256mb-red-pro-nas.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 5,33",https:/www.x-kom.pl/p/370877-dysk-hdd-seagate-4tb-7200obr-128mb-barracuda-pro.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość odczytu: 190 MB/s",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/337171-dysk-hdd-seagate-4tb-64mb-skyhawk.html
"Pojemność: 500 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 6,00",https:/www.x-kom.pl/p/320809-dysk-hdd-seagate-500gb-7200obr-32mb-barracuda.html
"Pojemność: 500 GB, Interfejs: SATA III, Prędkość obr.: 5400 obr./min, Cache: 16 MB",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/254261-dysk-hdd-wd-500gb-5400obr-16mb-blue.html
"Pojemność: 3000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/254255-dysk-hdd-wd-3tb-5400obr-64mb-blue.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 5,14",https:/www.x-kom.pl/p/229305-dysk-hdd-toshiba-2tb-7200obr-64mb.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/465745-dysk-hdd-seagate-enterprise-capacity-8tb-35.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430682-dysk-hdd-toshiba-2tb-5400obr-128mb-l200-mobile-oem.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/339830-dysk-hdd-seagate-4tb-25-5400obr-128mb-barracuda.html
"Pojemność: 3000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/339828-dysk-hdd-seagate-3tb-25-5400obr-128mb-barracuda.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/339134-dysk-hdd-seagate-2tb-7200obr-128mb-ironwolf-pro.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/294056-dysk-hdd-toshiba-6tb-7200obr-128mb-x300.html
"Pojemność: 500 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/256540-dysk-hdd-toshiba-500gb-7200obr-64mb-p300.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/254258-dysk-hdd-wd-6tb-5400obr-64mb-blue.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/468760-dysk-hdd-wd-western-digital-ultrastar-4tb.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/468759-dysk-hdd-wd-western-digital-ultrastar-2tb.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/465749-dysk-hdd-seagate-enterprise-capacity-10tb-35.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/465731-dysk-hdd-seagate-enterprise-capacity-1tb-35.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/424210-dysk-hdd-seagate-8tb-7200obr-256mb-ironwolf-pro.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/424207-dysk-hdd-seagate-6tb-7200obr-256mb-ironwolf-pro.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/417976-dysk-hdd-seagate-8tb-7200obr-256mb-barracuda-pro.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/370875-dysk-hdd-seagate-2tb-7200obr-128mb-barracuda-pro.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 6,00",https:/www.x-kom.pl/p/339136-dysk-hdd-seagate-4tb-7200obr-128mb-ironwolf-pro.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/320827-dysk-hdd-seagate-10tb-256mb-skyhawk.html
"Pojemność: 500 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 6,00",https:/www.x-kom.pl/p/276126-dysk-hdd-wd-500gb-7200obr-32mb-blue.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/438428-dysk-hdd-wd-10tb-7200obr-256mb-purple-allframe-ai.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430252-dysk-hdd-seagate-4tb-7200obr-128mb-exos-7e8.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/424286-dysk-hdd-toshiba-10tb-7200obr-256mb-n300-nas.html
"Pojemność: 12000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/392500-dysk-hdd-seagate-12tb-7200obr-256mb-ironwolf-pro.html
"Pojemność: 12000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/392499-dysk-hdd-seagate-12tb-7200obr-256mb-ironwolf.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,"Ocena 6,00",https:/www.x-kom.pl/p/386454-dysk-hdd-wd-10tb-7200obr-256mb-red-pro.html
"Pojemność: 5000 GB, Interfejs: SATA III, Format: 2.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/339831-dysk-hdd-seagate-5tb-25-5400obr-128mb-barracuda.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/320818-dysk-hdd-seagate-10tb-7200obr-256mb-barracuda-pro.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 2.5"", Cache: 8 MB",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/254262-dysk-hdd-wd-2tb-5400obr-8mb-blue.html
"Pojemność: 12000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/468763-dysk-hdd-wd-western-digital-ultrastar-12tb.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/468762-dysk-hdd-wd-western-digital-ultrastar-10tb.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/468761-dysk-hdd-wd-western-digital-ultrastar-8tb.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/462274-dysk-hdd-wd-western-digital-ultrastar-6tb.html
"Pojemność: 4000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,"Ocena 1,00",https:/www.x-kom.pl/p/441923-dysk-hdd-toshiba-4tb-5400obr-128mb-s300-oem.html
"Pojemność: 12000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/438430-dysk-hdd-wd-12tb-7200obr-256mb-purple-allframe-ai.html
"Pojemność: 6000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430254-dysk-hdd-seagate-6tb-7200obr-256mb-exos-7e8.html
"Pojemność: 3000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430251-dysk-hdd-seagate-3tb-7200obr-128mb-exos-7e8.html
"Pojemność: 2000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430248-dysk-hdd-seagate-2tb-7200obr-128mb-exos-7e8.html
"Pojemność: 1000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/430247-dysk-hdd-seagate-1tb-7200obr-128mb-exos-7e8.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/424285-dysk-hdd-toshiba-10tb-7200obr-256mb-x300.html
"Pojemność: 8000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/424282-dysk-hdd-toshiba-8tb-7200obr-128mb-x300.html
"Pojemność: 12000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 7200 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/392497-dysk-hdd-seagate-12tb-7200obr-256mb-barracuda-pro.html
"Pojemność: 500 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: IntelliPower",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/379683-dysk-hdd-wd-500gb-5400obr-64mb-purple.html
"Pojemność: 10000 GB, Interfejs: SATA III, Format: 3.5"", Prędkość obr.: 5400 obr./min",,,,Ten produkt czeka na Twoją opinię,https:/www.x-kom.pl/p/365702-dysk-hdd-wd-10tb-5400obr-256mb-purple.html
